timestamp,open,high,low,close,volume
2024-12-27,3494.43,3511.54,3306.5,3327.79,0
2024-12-31,3331.43,3429.7,3299.88,3359.51,0
2025-01-04,3358.67,3621.98,3313.15,3604.29,0
2025-01-08,3606.12,3737.69,3373.12,3380.02,0
2025-01-12,3378.84,3411.51,3160.58,3283.59,0
2025-01-16,3283.01,3470.77,2979.39,3447.03,0
2025-01-20,3454.32,3517.47,3133.98,3208.14,0
2025-01-24,3202.87,3437.36,3151.39,3332.58,0
2025-01-28,3340.58,3430.39,3036.49,3173.53,0
2025-02-01,3179.89,3428.39,3050.64,3296.39,0
2025-02-05,3298.53,3327.42,2368.28,2740.38,0
2025-02-09,2734.76,2854.63,2572.32,2635.6,0
2025-02-13,2632.81,2782.27,2541.3,2736.27,0
2025-02-17,2737.2,2785.5,2619.67,2659.9,0
2025-02-21,2661.15,2832.06,2612.31,2741.59,0
2025-02-25,2739.73,2838.89,2503.1,2503.1,0
2025-03-01,2514.86,2523.96,2082.99,2235.2,0
2025-03-05,2234.71,2542.79,2022.69,2171.5,0
2025-03-09,2165.17,2317.43,2104.64,2200.0,0
2025-03-13,2201.42,2207.54,1791.23,1910.66,0
2025-03-17,1906.88,1951.3,1825.63,1887.76,0
2025-03-21,1887.3,2067.11,1874.09,1980.83,0
2025-03-25,1985.52,2102.94,1938.9,2077.74,0
2025-03-29,2078.6,2094.97,1866.54,1896.92,0
2025-04-02,1896.32,1923.93,1782.69,1907.17,0
2025-04-06,1905.22,1934.1,1756.99,1809.94,0
2025-04-10,1806.91,1813.53,1398.62,1662.53,0
2025-04-14,1667.07,1667.07,1487.25,1595.42,0
2025-04-18,1596.41,1684.05,1551.41,1583.48,0
2025-04-22,1583.45,1651.18,1570.08,1577.45,0
2025-04-26,1578.78,1819.79,1558.65,1788.8,0
2025-04-30,1787.36,1848.73,1754.97,1796.97,0
2025-05-04,1798.93,1867.18,1750.28,1834.5,0
2025-05-08,1834.07,1847.56,1757.78,1810.32,0
2025-05-12,1811.71,2587.26,1810.91,2507.47,0
2025-05-16,2509.65,2708.81,2425.76,2542.3,0
2025-05-20,2545.16,2631.38,2367.75,2526.99,0
2025-05-24,2527.81,2720.92,2460.59,2519.81,0
2025-05-28,2520.23,2700.22,2479.53,2662.09,0
2025-06-01,2662.17,2771.24,2494.41,2532.36,0
2025-06-05,2531.53,2667.17,2482.52,2610.34,0
2025-06-09,2609.95,2634.74,2408.52,2508.78,0
2025-06-13,2509.01,2870.51,2482.7,2653.16,0
2025-06-17,2650.1,2672.77,2468.26,2561.33,0
2025-06-21,2548.1,2613.23,2389.71,2405.7,0
2025-06-25,2406.19,2473.84,2134.88,2446.54,0
2025-06-29,2447.33,2510.28,2391.69,2437.13,0
2025-07-03,2436.76,2606.08,2393.31,2574.07,0
2025-07-07,2572.33,2630.57,2478.63,2571.36,0
2025-07-11,2570.82,2979.89,2521.06,2948.45,0
2025-07-15,2948.78,3074.13,2908.75,3012.18,0
2025-07-19,3013.07,3669.85,2942.21,3547.32,0
2025-07-23,3548.42,3848.92,3523.94,3746.94,0
2025-07-27,3745.23,3773.65,3530.3,3742.43,0
2025-07-31,3739.71,3936.94,3708.13,3807.42,0
2025-08-04,3807.38,3874.37,3373.55,3497.57,0
2025-08-08,3497.79,3917.17,3495.1,3911.26,0
2025-08-12,3907.6,4347.28,3884.64,4228.82,0
2025-08-16,4226.51,4779.0,4226.51,4430.53,0
2025-08-20,4437.62,4563.72,4074.5,4074.5,0
2025-08-24,4080.65,4877.09,4074.75,4773.88,0
2025-08-28,4782.43,4946.05,4341.54,4500.15,0
2025-09-01,4503.25,4625.35,4279.96,4388.93,0
2025-09-05,4385.61,4486.12,4238.45,4298.09,0
2025-09-09,4302.63,4467.61,4250.48,4309.69,0
2025-09-13,4307.14,4721.04,4279.58,4708.84,0
2025-09-17,4707.47,4762.74,4431.42,4504.27,0
2025-09-21,4503.4,4637.85,4440.0,4481.8,0
2025-09-25,4481.48,4497.46,4100.86,4148.66,0
2025-09-29,4152.85,4160.04,3833.75,4141.84,0
2025-10-03,4139.68,4514.81,4089.64,4484.01,0
2025-10-07,4484.18,4734.99,4443.26,4689.13,0
2025-10-11,4690.84,4753.34,3574.79,3835.63,0
2025-10-15,3841.67,4283.09,3664.38,4128.89,0
2025-10-19,4126.24,4203.8,3687.73,3889.5,0
2025-10-23,3890.02,4106.4,3726.29,3801.79,0
2025-10-27,3805.88,4172.98,3805.8,4161.59,0
2025-10-31,4158.57,4246.23,3687.02,3802.3,0
2025-11-04,3801.55,3911.96,3572.5,3600.72,0
2025-11-08,3600.36,3649.01,3097.71,3434.35,0
2025-11-12,3426.4,3647.92,3360.28,3416.78,0
2025-11-16,3416.07,3583.32,3078.56,3170.11,0
2025-11-20,3169.7,3241.23,2872.51,3017.75,0
2025-11-24,3020.94,3051.09,2632.87,2799.81,0
2025-11-28,2798.91,3066.28,2770.21,3015.61,0
2025-12-02,3014.82,3090.81,2724.95,2799.04,0
2025-12-06,2796.73,3231.79,2785.45,3022.66,0
2025-12-10,3019.83,3388.4,2941.77,3322.47,0
2025-12-14,3318.72,3432.93,3054.43,3115.23,0
2025-12-18,3115.27,3171.02,2796.23,2827.8,0
2025-12-22,2832.47,3005.37,2781.74,3001.6,0
2025-12-26,3004.22,3065.1,2893.8,2904.25,0
